Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Number of Referrals,Multiple Lines,Multiple Lines
0577-WHMEV,Female,19,Yes,0,San Jose,95133,2,No,Yes
0578-SKVMF,Female,23,Yes,0,Seeley,92273,4,Yes,No
0580-PIQHM,Female,21,Yes,1,Riverside,92503,7,Yes,Yes
0581-BXBUB,Female,76,No,0,Penn Valley,95946,0,Yes,No
0581-MDMPW,Female,63,No,0,San Jose,95148,0,No,Yes
0582-AVCLN,Female,43,No,0,Bakersfield,93304,0,No,No
0584-BJQGZ,Female,19,No,0,Taylorsville,95983,0,No,Yes
0585-EGDDA,Male,41,Yes,0,Etna,96027,8,Yes,No
0587-DMGBH,Female,48,No,0,Willows,95988,0,No,No
0594-UFTUL,Male,35,Yes,3,Mather,95655,1,No,No
0595-ITUDF,Male,21,Yes,1,Fairfax,94930,0,Yes,Yes
0596-BQCEQ,Female,32,Yes,0,Hydesville,95547,1,Yes,No
0599-XNYDO,Female,51,Yes,0,Graton,95444,0,Yes,No
0601-WZHJF,Male,53,Yes,0,Shafter,93263,1,Yes,
0602-DDUML,Female,21,No,0,Fallbrook,92028,0,Yes,No
0603-OLQDC,Male,41,No,1,Whittier,90601,0,No,No
0603-TPMIB,Female,40,Yes,2,San Simeon,93452,0,No,Yes
0604-THJFP,Female,40,Yes,0,Castro Valley,94552,4,No,No
0607-DAAHE,Male,62,No,0,Olivehurst,95961,0,No,No
0607-MVMGC,Male,33,Yes,0,Ranchita,92066,3,Yes,Yes
0608-JDVEC,Male,55,Yes,0,Dunlap,93621,5,No,No
0611-DFXKO,Male,35,Yes,0,Comptche,95427,1,No,No
0612-RTZZA,Female,77,No,0,Vista,92084,0,Yes,
0613-WUXUM,Female,38,Yes,3,Soquel,95073,1,Yes,No
0616-ATFGB,Male,74,Yes,0,Shasta Lake,96019,1,No,
0617-AQNWT,Female,61,Yes,0,North Hills,91343,5,No,
0617-FHSGK,Male,62,No,0,Rancho Cordova,95670,0,No,Yes
0618-XWMSS,Male,60,No,0,Wasco,93280,0,No,No
0619-OLYUR,Male,32,Yes,0,Garden Grove,92840,1,Yes,Yes
0620-DLSLK,Female,47,No,0,Pasadena,91103,0,Yes,No
0620-XEFWH,Male,41,Yes,1,Oak Run,96069,1,No,No
0621-CXBKL,Female,62,No,0,Copperopolis,95228,0,No,No
0621-HJWXJ,Female,54,Yes,0,Irvine,92618,1,No,Yes
0621-JFHOL,Female,41,No,0,North Hollywood,91602,0,Yes,
0621-TSSMU,Male,29,Yes,0,Maywood,90270,0,Yes,No
0621-TWIEM,Male,28,No,0,Newhall,91321,0,No,No
0623-EJQEG,Male,50,No,0,Murphys,95247,0,Yes,Yes
0623-GDISB,Female,63,No,0,San Clemente,92673,0,No,No
0623-IIHUG,Female,77,No,0,San Diego,92122,0,Yes,
0625-AFOHS,Female,40,Yes,1,Ferndale,95536,5,Yes,No
0626-QXNGV,Female,55,Yes,0,Arcata,95521,7,Yes,Yes
0628-CNQRM,Male,49,Yes,0,Temecula,92592,1,Yes,No
0634-SZPQA,Female,64,No,0,San Anselmo,94960,0,Yes,Yes
0635-WKOLD,Male,33,Yes,0,Ceres,95307,0,No,Yes
0637-KVDLV,Male,30,No,0,Elk Grove,95758,0,No,Yes
0637-UBJRP,Male,40,Yes,0,Wilton,95693,5,No,No
0637-YLETY,Female,39,No,0,Douglas City,96024,0,No,Yes
0639-TSIQW,Female,28,No,0,White Water,92282,0,No,Yes
0640-YJTPY,Male,19,Yes,1,Smartville,95977,3,No,No
0641-EVBOJ,Male,61,No,0,Coarsegold,93614,0,Yes,No
0643-OKLRP,Female,73,Yes,0,Azusa,91702,1,Yes,Yes
0644-OQMDK,Male,69,No,0,Merced,95348,0,No,No
0650-BWOZN,Female,71,No,0,Aguanga,92536,0,Yes,No
0654-HMSHN,Male,45,Yes,0,Mojave,93501,1,Yes,Yes
0654-PQKDW,Female,58,Yes,2,Pescadero,94060,5,No,No
0655-RBDUG,Male,32,No,0,Alviso,95002,0,Yes,Yes
0655-YDGFJ,Male,34,No,0,Palm Springs,92264,0,Yes,No
0657-DOGUM,Female,35,Yes,0,Rancho Cucamonga,91739,1,No,Yes
0661-KBKPA,Male,43,Yes,3,Seaside,93955,7,Yes,Yes
0661-KQHNK,Female,38,Yes,3,Round Mountain,96084,0,Yes,No
0661-WCQNQ,Male,56,Yes,0,Orleans,95556,8,No,No
0661-XEYAN,Female,76,No,0,Nevada City,95959,0,No,
0665-XHDJU,Male,21,Yes,0,Monte Rio,95462,7,Yes,Yes
0666-UXTJO,Male,80,Yes,0,Morongo Valley,92256,4,No,No
0667-NSRGI,Female,45,Yes,0,Lodi,95240,3,Yes,Yes
0668-OGMHD,Female,20,Yes,0,Santa Rosa,95405,8,Yes,
0670-ANMUU,Male,47,No,0,Chino Hills,91709,0,No,Yes
0670-KDOMA,Female,42,No,0,Chowchilla,93610,0,Yes,No
0673-IGUQO,Male,26,No,0,Phelan,92371,0,No,No
0674-DGMAQ,Male,78,Yes,0,Elk,95432,9,Yes,Yes
0674-EYYZV,Female,41,No,0,Los Angeles,90065,0,No,No
0674-GCDXG,Male,20,No,0,Bakersfield,93308,0,No,Yes
0675-NCDYU,Female,61,Yes,2,Placentia,92870,1,No,Yes
0678-RLHVP,Female,33,No,0,Redwood City,94065,0,Yes,Yes
0679-IDSTG,Female,73,Yes,0,Branscomb,95417,1,No,No
0679-TDGAK,Male,29,Yes,1,Fresno,93727,1,Yes,No
0680-DFNNY,Male,62,Yes,0,Winters,95694,1,No,Yes
0682-USIXD,Female,40,Yes,0,Diamond Bar,91765,7,Yes,No
0684-AOSIH,Male,42,Yes,0,Oro Grande,92368,1,Yes,No
0685-MLYYM,Female,74,No,0,Buena Park,90620,0,Yes,No
0687-ZVTHB,Male,24,Yes,0,Richmond,94805,1,Yes,Yes
0689-DSXGL,Female,61,Yes,1,Yreka,96097,3,No,No
0689-NKYLF,Male,42,No,0,Los Angeles,90066,0,No,No
0690-SRQID,Male,20,No,0,Stockton,95203,0,Yes,No
0691-IFBQW,Female,65,No,0,Biola,93606,0,No,Yes
0691-JVSYA,Female,24,Yes,0,Pasadena,91103,5,No,No
0691-NIKRI,Female,41,No,0,Elverta,95626,0,No,Yes
0696-UKTOX,Male,64,No,1,North Hills,91343,0,No,No
0697-ZMSWS,Male,19,No,0,Los Angeles,90023,0,Yes,Yes
0699-NDKJM,Female,45,Yes,0,Westlake Village,91361,1,No,
0701-RFGFI,Female,56,Yes,6,La Mesa,91941,6,Yes,Yes
0701-TJSEF,Male,45,No,0,Santa Barbara,93105,0,Yes,No
0702-PGIBZ,Male,28,No,0,Dutch Flat,95714,0,Yes,Yes
0704-VCUMB,Female,64,Yes,0,San Diego,92103,1,No,No
0707-HOVVN,Female,79,No,0,Mi Wuk Village,95346,0,Yes,Yes
0708-LGSMF,Male,56,Yes,0,Milpitas,95035,1,No,Yes
0708-SJDIS,Female,32,No,0,West Hollywood,90069,0,No,Yes
0709-TVGUR,Female,70,No,0,Stockton,95207,0,Yes,Yes
0716-BQNDX,Male,77,No,0,Madera,93637,0,Yes,Yes
0719-SYFRB,Female,52,No,0,Norco,92860,0,Yes,Yes
0722-SVSFK,Female,45,No,0,Half Moon Bay,94019,0,Yes,No
0722-TROQR,Female,68,No,0,Davis,95616,0,Yes,Yes
0723-DRCLG,Female,73,Yes,0,Fallbrook,92028,1,No,Yes
0723-FDLAY,Male,54,No,0,Gold Run,95717,0,Yes,Yes
0723-VSOBE,Female,67,No,0,Dos Rios,95429,0,Yes,
0725-CXOTM,Female,29,No,0,Manteca,95337,0,No,Yes
0727-BMPLR,Female,66,No,0,Fresno,93706,0,Yes,Yes
0727-BNRLG,Male,41,No,0,Los Angeles,90064,0,No,Yes
0727-IWKVK,Male,35,Yes,0,Yermo,92398,0,No,No
0730-BGQGF,Male,48,Yes,3,Grover Beach,93433,1,No,Yes
0730-KOAVE,Male,53,No,0,Redwood City,94062,0,Yes,Yes
0731-EBJQB,Female,24,Yes,0,Downey,90240,3,Yes,No
0732-OCQOC,Female,30,Yes,0,Death Valley,92328,10,No,Yes
0733-VUNUW,Male,43,No,0,San Francisco,94114,0,Yes,Yes
0734-OXWBT,Male,44,No,1,Covina,91722,0,No,No
0739-UUAJR,Female,61,Yes,1,Mountain View,94040,10,No,
0742-LAFQK,Male,52,Yes,0,Fullerton,92833,1,Yes,Yes
0742-MOABM,Male,50,Yes,0,Fallbrook,92028,2,No,No
0742-NXBGR,Female,64,No,0,Adin,96006,0,No,No
0743-HNPFG,Female,50,Yes,0,Butte City,95920,2,Yes,No
0743-HRVFF,Female,42,Yes,3,Bakersfield,93309,4,Yes,
0744-BIKKF,Male,39,No,0,Mecca,92254,0,Yes,Yes
0744-GKNGE,Female,31,Yes,2,Inglewood,90305,0,Yes,Yes
0746-JTRFU,Male,22,No,0,Kingsburg,93631,0,Yes,
0748-RDGGM,Male,38,Yes,0,Tarzana,91356,1,Yes,No
0749-IRGQE,Female,68,Yes,0,Buena Park,90621,5,Yes,
0750-EBAIU,Male,43,No,0,Temecula,92590,0,No,No
0750-EKNGL,Male,44,No,0,Hyampom,96046,0,Yes,No
0754-EEBDC,Male,25,Yes,1,Covina,91723,1,Yes,No
0754-UKWQP,Male,63,No,0,Cool,95614,0,Yes,No
0756-MPZRL,Male,35,No,0,Pauma Valley,92061,0,No,
0757-WCUUZ,Male,29,Yes,3,June Lake,93529,1,Yes,Yes
0761-AETCS,Female,58,No,0,Colton,92324,0,Yes,No
0769-MURVM,Female,44,Yes,2,Carmel Valley,93924,5,Yes,
0771-CHWSK,Male,56,No,0,Brawley,92227,0,Yes,Yes
0771-WLCLA,Female,49,Yes,1,Big Bear Lake,92315,8,Yes,Yes
0772-GYEQQ,Male,33,No,0,Lodi,95240,0,Yes,No
0774-IFUVM,Male,19,Yes,2,Stockton,95202,7,No,Yes
0774-RMNUW,Female,44,Yes,1,Pala,92059,6,No,
0778-NELLA,Male,43,No,0,Anaheim,92805,0,Yes,
0780-XNZFN,Male,60,No,0,Oakland,94618,0,No,No
0781-LKXBR,Male,65,No,0,San Francisco,94102,0,Yes,Yes
0784-GTUUK,Male,26,Yes,0,Newman,95360,6,Yes,Yes
0784-ZQJZX,Male,22,No,1,Spreckels,93962,0,No,No
0786-IVLAW,Female,72,No,0,Valley Village,91607,0,No,Yes
0786-VSSUD,Male,68,No,0,San Diego,92123,0,No,
0787-LHDYT,Male,36,No,0,Carmel Valley,93924,0,Yes,No
0788-DXBFY,Male,54,Yes,0,Tustin,92780,3,Yes,No
0793-TWELN,Female,27,No,0,Los Angeles,90026,0,No,Yes
0794-YVSGE,Male,29,Yes,1,Pasadena,91101,9,No,No
0795-GMVQO,Male,36,Yes,0,San Diego,92105,1,Yes,Yes
0795-LAFGP,Male,25,Yes,0,Fullerton,92835,1,No,Yes
0795-XCCTE,Male,80,No,0,Bishop,93514,0,Yes,Yes
0799-DDIHE,Female,24,Yes,3,Grenada,96038,7,Yes,No
0804-XBFBV,Female,49,No,1,Foothill Ranch,92610,0,No,
0804-YGEQV,Female,59,Yes,1,Palm Desert,92211,9,Yes,Yes
0807-ZABDG,Female,43,No,2,Woodland,95776,0,No,No
0810-BDHAW,Female,54,Yes,0,Chowchilla,93610,4,No,Yes
0810-DHDBD,Female,31,No,0,Rohnert Park,94928,0,Yes,Yes
0811-GSDTP,Female,50,No,2,Alameda,94502,0,Yes,
0812-WUPTB,Male,65,Yes,0,Corona Del Mar,92625,1,No,No
0813-TAXXS,Male,48,No,0,Alderpoint,95511,0,No,Yes
0815-MFZGM,Female,54,Yes,0,Morgan Hill,95037,9,No,No
0816-TSPHQ,Male,35,No,0,Kettleman City,93239,0,Yes,No
0817-HSUSE,Male,26,No,0,Altadena,91001,0,Yes,No
0818-OCPZO,Male,80,No,0,Los Angeles,90059,0,Yes,Yes
0820-FNRNX,Male,48,Yes,3,Lafayette,94549,1,Yes,Yes
0822-GAVAP,Female,19,No,0,Posey,93260,0,No,
0822-QGCXA,Female,76,Yes,0,Los Angeles,90068,5,No,Yes
0823-HSCDJ,Male,76,No,0,Temecula,92592,0,No,
0824-VWDPO,Female,58,No,0,Mckinleyville,95519,0,No,Yes
0825-CPPQH,Female,26,Yes,0,Laytonville,95454,2,No,No
0827-ITJPH,Male,33,No,0,Los Angeles,90047,0,No,No
0829-DDVLK,Female,58,No,0,Orange,92866,0,Yes,No
0829-XXPLX,Female,48,No,0,Cutler,93615,0,Yes,No
0831-JNISG,Male,52,Yes,2,San Jose,95148,9,No,No
0835-DUUIQ,Female,55,No,0,Alameda,94501,0,Yes,No
0835-JKADZ,Female,29,No,0,San Francisco,94107,0,Yes,Yes
0836-SEYLU,Male,64,Yes,0,San Diego,92128,2,Yes,
0839-JTCUD,Female,31,Yes,0,Mission Viejo,92691,9,Yes,Yes
0839-QNXME,Female,35,No,0,Surfside,90743,0,No,No
0840-DCNZE,Male,33,No,0,Newport Beach,92661,0,Yes,No
0840-DFEZH,Female,63,No,0,Los Angeles,90036,0,Yes,Yes
0841-NULXI,Male,38,No,0,Stockton,95209,0,Yes,
0842-IWYCP,Female,19,No,0,Helendale,92342,0,No,No
0843-WTBXE,Male,38,No,0,San Diego,92126,0,No,Yes
0847-HGRML,Male,44,No,2,North Palm Springs,92258,0,Yes,No
0848-SOMKO,Male,23,No,0,Shingle Springs,95682,0,No,
0848-ZGQIJ,Female,56,Yes,0,Saratoga,95070,3,No,No
0851-DFJKB,Female,57,No,0,Concord,94518,0,Yes,No
0853-NWIFK,Female,27,No,0,Woodacre,94973,0,Yes,No
0853-TWRVK,Male,59,Yes,0,North Hollywood,91606,5,Yes,Yes
0854-UYHZD,Female,21,Yes,3,West Covina,91792,1,Yes,No
0856-NAOES,Male,29,No,0,Concord,94519,0,Yes,No
0859-YGKFW,Male,56,Yes,3,Olivehurst,95961,1,Yes,No
0862-PRCBS,Female,32,Yes,3,San Francisco,94132,6,No,Yes
0864-FVJNJ,Female,63,Yes,1,Trinidad,95570,1,No,Yes
0866-QLSIR,Female,53,No,0,Garden Grove,92843,0,No,Yes
0867-LDTTC,Male,51,No,0,Sacramento,95830,0,Yes,No
0867-MKZVY,Female,26,Yes,1,Altadena,91001,5,Yes,Yes
0868-VJRDR,Male,61,Yes,0,Cassel,96016,1,Yes,No
0869-PAPRP,Female,68,Yes,0,Pixley,93256,4,Yes,No
0870-VEMYL,Female,34,No,0,Columbia,95310,0,Yes,No
0871-OPBXW,Female,57,No,0,Escondido,92027,0,Yes,No
0871-URUWO,Male,36,Yes,0,Sheep Ranch,95250,1,Yes,Yes
0872-CASZJ,Male,30,Yes,0,Hamilton City,95951,1,Yes,Yes
0872-JCPIB,Male,47,No,0,Pinecrest,95364,0,Yes,Yes
0872-NXJYS,Female,40,No,0,West Hollywood,90069,0,Yes,No
0875-CABNR,Female,70,No,0,San Luis Obispo,93401,0,No,No
0876-WDUUZ,Female,62,No,0,Pine Grove,95665,0,Yes,No
0877-SDMBN,Female,20,No,0,San Diego,92126,0,No,Yes
0880-FVFWF,Male,32,No,0,Livermore,94550,0,No,Yes
0880-TKATG,Male,21,Yes,0,Lucerne Valley,92356,3,Yes,Yes
0883-EIBTI,Female,23,No,0,Clarksburg,95612,0,No,No
0885-HMGPY,Male,55,No,0,Honeydew,95545,0,No,Yes
0886-QGENL,Female,72,Yes,0,San Diego,92104,1,No,No
0887-HJGAR,Male,57,No,0,Coalinga,93210,0,No,No
0887-WBJVH,Female,29,Yes,0,Cressey,95312,1,Yes,No
0895-DQHEW,Male,47,Yes,0,Burney,96013,1,Yes,Yes
0895-LMRSF,Male,34,No,0,Imperial Beach,91932,0,Yes,No
0895-LNKRC,Male,53,Yes,3,El Monte,91732,10,No,No
0895-UADGO,Male,46,No,0,River Pines,95675,0,Yes,
0897-FEGMU,Female,43,Yes,0,Los Angeles,90048,1,Yes,Yes
0898-XCGTF,Male,46,Yes,0,Los Angeles,90039,1,Yes,Yes
0899-LIIBW,Male,21,Yes,0,Forks Of Salmon,96031,8,Yes,Yes
0899-WZRSD,Male,31,No,0,Marina Del Rey,90292,0,Yes,Yes
0902-RFHOF,Male,38,No,0,Loomis,95650,0,No,No
0902-XKXPN,Male,29,Yes,1,Redding,96001,2,No,No
0906-QVPMS,Male,29,Yes,0,Monterey,93940,4,No,Yes
0907-HQNTS,Female,74,Yes,0,Pittsburg,94565,8,Yes,Yes
0909-SDHNU,Female,33,No,2,Los Angeles,90036,0,No,
0909-SELIE,Male,53,Yes,0,Clearlake Oaks,95423,1,Yes,Yes
0913-XWSCN,Male,29,Yes,2,Sun City,92585,1,Yes,Yes
0916-KNFAJ,Male,37,Yes,0,San Jose,95133,1,Yes,Yes
0916-QOFDP,Female,79,Yes,1,Randsburg,93554,5,No,Yes
0917-EZOLA,Male,66,Yes,0,Lakewood,90713,0,Yes,Yes
0921-OHLVP,Male,35,No,0,Paradise,95969,0,No,Yes
0923-PNFUB,Female,55,No,0,Westlake Village,91361,0,No,No
0924-BJCRC,Female,70,Yes,0,Felton,95018,6,No,Yes
0925-VYDLG,Female,40,No,0,Ludlow,92338,0,Yes,Yes
0927-CNGRH,Male,42,No,3,Alta,95701,0,Yes,No
0927-LCSMG,Male,23,No,0,San Jose,95129,0,Yes,No
0928-JMXNP,Male,78,Yes,0,Los Molinos,96055,3,No,
0928-XUTSN,Female,22,No,0,Brawley,92227,0,Yes,No
0929-HYQEW,Male,20,No,0,Oakland,94601,0,Yes,No
0929-PECLO,Female,74,No,0,Klamath,95548,0,No,Yes
0930-EHUZA,Female,33,No,0,Calpine,96124,0,Yes,No
0931-MHTEM,Female,36,No,0,Big Bar,96010,0,Yes,No
0932-YIXYU,Female,50,No,0,Dos Palos,93620,0,No,No
0936-NQLJU,Female,40,Yes,0,Mokelumne Hill,95245,9,No,No
0939-EREMR,Female,40,No,1,Chico,95973,0,Yes,No
0939-YAPAF,Female,44,No,0,Santa Ana,92701,0,Yes,Yes
0940-OUQEC,Male,54,No,0,Winters,95694,0,No,Yes
0942-KOWSM,Female,24,Yes,0,Hesperia,92345,4,No,No
0943-ZQPXH,Male,46,Yes,1,Vacaville,95688,2,No,No
0945-TSONX,Female,22,Yes,0,Encino,91436,6,No,Yes
0946-CLJTI,Male,67,Yes,0,Palmdale,93551,1,Yes,Yes
0946-FKYTX,Male,42,No,0,Tulare,93274,0,No,
0947-IDHRQ,Female,21,No,0,Woodland Hills,91367,0,No,No
0947-MUGVO,Male,71,Yes,0,Jolon,93928,1,No,No
0952-KMEEH,Male,46,No,0,Mountain View,94043,0,No,Yes
0953-LGOVU,Male,19,Yes,3,Clearlake,95422,7,Yes,
0956-ACVZC,Female,23,No,0,Novato,94947,0,Yes,No
0956-SYCWG,Female,61,No,0,Agoura Hills,91301,0,Yes,No
0958-YHXGP,Female,25,No,0,Oakland,94621,0,No,No
0959-WHOKV,Male,28,No,0,Covina,91724,0,Yes,Yes
0960-HUWBM,Male,40,Yes,3,Pleasant Grove,95668,0,Yes,Yes
0961-ZWLVI,Male,35,No,3,Rancho Cordova,95670,0,No,Yes
0962-CQPWQ,Female,57,Yes,2,Alameda,94502,1,No,No
0963-ZBDRN,Male,45,No,0,Claremont,91711,0,No,No
0967-BMLBD,Female,37,Yes,1,Hornitos,95325,8,Yes,No
0968-GSIKN,Female,23,No,0,Thousand Palms,92276,0,No,No
0969-RGKCU,Male,31,Yes,1,Woodland Hills,91367,1,No,No
0970-ETWGE,Male,38,No,0,Bodfish,93205,0,No,No
0970-QXPXW,Female,28,No,0,Monrovia,91016,0,Yes,No
0971-QIFJK,Female,57,Yes,0,Soquel,95073,10,Yes,Yes
0973-KYVNF,Female,59,Yes,0,Castaic,91384,6,No,No
0975-UYDTX,Female,46,Yes,0,Glendale,91207,1,Yes,Yes
0975-VOOVL,Female,34,No,0,Agoura Hills,91301,0,Yes,
0979-MOZQI,Male,61,Yes,0,Monterey,93940,6,No,
0979-PHULV,Male,30,Yes,0,San Diego,92122,2,Yes,Yes
0980-FEXWF,Male,32,Yes,1,Fiddletown,95629,4,Yes,No
0980-PVMRC,Female,27,Yes,3,Squaw Valley,93675,0,Yes,
0983-TATYJ,Female,42,Yes,0,Santa Ynez,93460,7,Yes,No
0988-AADSA,Female,40,Yes,2,Forbestown,95941,5,Yes,Yes
0988-JRWWP,Female,50,No,0,Wilseyville,95257,0,No,No
0991-BRRFB,Male,31,No,0,Corona,92883,0,No,No
0993-OSGPT,Female,78,Yes,0,Junction City,96048,2,Yes,No
0997-YTLNY,Female,59,No,2,Escondido,92029,0,Yes,No
0999-QXNSA,Male,72,No,1,Los Angeles,90029,0,Yes,No
1000-AJSLD,Male,25,No,0,San Diego,92121,0,No,No
1004-NOZNR,Male,71,No,2,Glen Ellen,95442,0,Yes,No
1009-IRMNA,Female,27,No,0,Port Hueneme,93041,0,No,No
1010-DIAUQ,Male,54,No,0,San Diego,92122,0,Yes,No
1013-QCWAM,Female,73,Yes,0,Garden Grove,92841,0,Yes,Yes
1015-JPFYW,Male,47,No,2,Clements,95227,0,No,No
1015-OWJKI,Male,46,No,0,Lawndale,90260,0,Yes,No
1016-DJTSV,Male,66,No,0,Santee,92071,0,Yes,No
1017-FBQMM,Female,47,Yes,2,Acampo,95220,8,No,Yes
1020-JPQOW,Female,63,Yes,0,Angwin,94508,1,Yes,Yes
1022-RKXDR,Female,38,No,0,South El Monte,91733,0,No,Yes
1023-BQXZE,Male,30,No,0,Stockton,95203,0,Yes,No
1024-GUALD,Female,29,Yes,0,Glendale,91207,4,No,
1024-KPRBB,Female,63,No,0,San Diego,92101,0,No,No
1024-VRZHF,Male,39,Yes,0,San Diego,92117,1,Yes,Yes
1025-FALIX,Female,49,No,0,Nicolaus,95659,0,No,No
1027-LKKQQ,Female,35,Yes,3,Plymouth,95669,3,Yes,No
1028-FFNJK,Male,79,Yes,0,Burbank,91504,1,No,Yes
1029-QFBEN,Male,27,No,0,San Diego,92129,0,Yes,No
1031-IIDEO,Female,51,No,0,Sierra City,96125,0,No,No
1032-MAELW,Female,57,Yes,3,Fresno,93703,8,No,Yes
1035-IPQPU,Female,77,Yes,0,Parker Dam,92267,2,No,Yes
1036-GUDCL,Male,59,Yes,3,Oak Park,91377,1,Yes,No
1038-RQOST,Male,43,Yes,2,Zenia,95595,6,Yes,No
1038-ZAGBI,Female,59,Yes,0,Fresno,93711,1,Yes,No
1041-RXHRA,Female,25,No,0,Guatay,91931,0,No,No
1042-HFUCW,Female,37,No,1,Cobb,95426,0,Yes,No
1043-UXOVO,Female,25,No,0,Sacramento,95830,0,No,Yes
1043-YCUTE,Male,19,Yes,0,Hayward,94544,1,Yes,Yes
1045-LTCYT,Female,54,Yes,3,San Jose,95118,5,No,No
1047-NNCBF,Male,56,No,0,San Jose,95123,0,No,No
1047-RNXZV,Male,57,No,0,Glendale,91208,0,No,No
1049-FYSYG,Female,48,Yes,0,Temecula,92592,5,No,
1051-EQPZR,Female,21,Yes,2,Stanford,94305,1,No,No
1051-GEJLJ,Female,19,No,0,San Gregorio,94074,0,Yes,No
1052-QJIBV,Female,28,Yes,2,Colfax,95713,1,No,No
1053-MXTTK,Female,63,Yes,1,North Hollywood,91602,1,Yes,No
1057-FOGLZ,Female,44,No,0,Calimesa,92320,0,Yes,No
1060-ENTOF,Female,70,Yes,0,Los Angeles,90028,3,Yes,Yes
1061-PNTHC,Female,36,Yes,2,Encinitas,92024,5,Yes,Yes
1062-LHZOD,Male,49,Yes,0,San Diego,92121,0,Yes,No
1063-DHQJF,Male,56,Yes,3,Whittier,90604,2,No,No
1064-FBXNK,Male,55,Yes,1,Sacramento,95831,5,No,No
1066-JKSGK,Male,29,No,0,Los Angeles,90024,0,No,No
1069-QJOEE,Male,47,Yes,1,Hayward,94541,0,Yes,No
1069-XAIEM,Female,68,No,0,Mendocino,95460,0,No,Yes
1073-XXCZD,Male,54,Yes,0,Bakersfield,93308,1,Yes,Yes
1074-AMIOH,Female,38,Yes,2,San Francisco,94127,1,Yes,No
1074-WVEVG,Female,29,Yes,0,Los Angeles,90021,6,No,No
1075-BGWOH,Male,69,Yes,0,Rosemead,91770,1,Yes,Yes
1077-HUUJM,Female,48,No,1,Rancho Cucamonga,91730,0,Yes,No
1078-TDCRN,Female,75,Yes,0,Agoura Hills,91301,7,No,
1080-BWSYE,Male,76,Yes,0,Irvine,92618,0,No,Yes
1084-MNSMJ,Female,63,Yes,0,El Dorado,95623,10,No,No
1084-UQCHV,Male,35,No,0,Angelus Oaks,92305,0,No,No
1085-LDWAM,Female,24,Yes,2,Portola,96122,5,Yes,No
1086-LXKFY,Female,46,Yes,0,Westwood,96137,1,Yes,No
1087-GRUYI,Male,62,Yes,0,San Diego,92116,8,Yes,No
1087-UDSIH,Female,38,No,0,Concord,94520,0,No,No
1088-AUUZZ,Male,33,Yes,1,Shaver Lake,93664,6,No,Yes
1088-CNNKB,Male,34,Yes,0,Campbell,95008,9,No,Yes
1089-HDMKP,Male,72,No,1,Bridgeport,93517,0,Yes,No
1089-XZWHH,Female,43,Yes,3,Lee Vining,93541,5,No,No
1090-ESELR,Male,47,Yes,0,Fawnskin,92333,8,No,No
1090-PYKCI,Female,19,Yes,3,Boonville,95415,1,Yes,Yes
1091-SOZGA,Female,27,Yes,0,La Palma,90623,1,Yes,Yes
1092-GANHU,Male,62,No,0,Magalia,95954,0,Yes,No
1092-WPIVQ,Female,33,Yes,1,French Gulch,96033,2,Yes,Yes
1093-YSWCA,Male,45,No,0,Corona,92881,0,Yes,No
1094-BKOSX,Female,52,Yes,2,Coleville,96107,10,No,
1095-JUDTC,Female,78,No,0,Woodbridge,95258,0,Yes,Yes
1095-WGNGG,Female,35,Yes,0,San Pedro,90732,2,No,Yes
1096-ADRUX,Female,34,Yes,1,Placentia,92870,1,Yes,Yes
1097-FSPVW,Female,42,No,0,Pioneertown,92268,0,No,No
1098-KFQEC,Female,24,Yes,2,Encino,91316,8,Yes,No
1098-TDVUQ,Female,34,No,0,Spring Valley,91977,0,No,No
1099-BTKWT,Female,58,Yes,0,Mission Viejo,92692,8,Yes,
1099-GODLO,Female,62,Yes,3,Berkeley,94709,9,No,No
1100-DDVRV,Male,27,Yes,0,Twain Harte,95383,1,Yes,
1101-SSWAG,Female,60,Yes,0,Berkeley,94702,1,Yes,Yes
1104-FEJAM,Male,52,Yes,2,Richgrove,93261,2,No,Yes
1104-TNLZA,Male,67,Yes,0,Klamath River,96050,8,Yes,Yes
1106-HRLKZ,Male,21,Yes,1,Oakley,94561,9,Yes,No
1110-KYLGQ,Female,46,No,0,Campbell,95008,0,No,Yes
1112-CUNAO,Female,67,No,0,Grimes,95950,0,Yes,Yes
1113-IUJYX,Female,59,Yes,0,Winnetka,91306,3,Yes,No
1114-CENIM,Male,43,No,2,San Jacinto,92582,0,Yes,Yes
1116-DXXDF,Male,38,No,0,Porter Ranch,91326,0,Yes,No
1116-FRYVH,Female,29,Yes,3,Kingsburg,93631,5,Yes,
1120-BMWUB,Female,36,No,0,Los Angeles,90056,0,Yes,No
1121-QSIVB,Female,39,No,3,Bakersfield,93309,0,Yes,Yes
1122-JWTJW,Male,64,Yes,2,Ocotillo,92259,1,Yes,No
1122-YJBCS,Male,36,Yes,0,Los Angeles,90032,7,No,No
1125-SNVCK,Female,78,No,0,Los Angeles,90040,0,Yes,No
1131-ALZWV,Female,58,No,0,San Lorenzo,94580,0,Yes,Yes
1131-QQZEB,Male,66,Yes,0,Sunset Beach,90742,7,No,Yes
1131-SUEKT,Male,41,Yes,1,Hood,95639,4,No,No
1133-KXCGE,Female,38,No,0,Palmdale,93552,0,No,No
1134-YWTYF,Male,32,Yes,0,Fresno,93725,1,No,No
1135-HIORI,Female,48,Yes,3,Byron,94514,3,Yes,Yes
